0.0020       t1 -0.001662354  0.999730258 -0.000000931
0.0020       t2 -0.001818127  0.704576704 -0.000000630
0.0020      t1p -0.001803964  0.999660901 -0.000000619
0.0020      t2p -0.001814613  0.997847863 -0.001828946
0.0020 hexagons -0.001814809  0.616540730 -0.003567272
0.0020    stars -0.001649148  0.946071863 -0.003425040
0.0025       t1 -0.001672333  0.999552931 -0.000000959
0.0025       t2 -0.001818039  0.657488688 -0.000000722
0.0025      t1p -0.001813390  0.999751753 -0.000000669
0.0025      t2p -0.001817558  0.998583696 -0.000537994
0.0025 hexagons -0.001817582  0.591672270 -0.001154717
0.0025    stars -0.001818035  0.207111564 -0.000000722
0.0030       t1 -0.001678891  0.999311891 -0.000001004
0.0030       t2 -0.001810111  0.552951499 -0.000000846
0.0030      t1p -0.001823336  0.999846407 -0.000000758
0.0030      t2p -0.001810111  0.999174019 -0.000000846
0.0030 hexagons -0.001810111  0.569718812 -0.000000846
0.0030    stars -0.001810111  0.346020567 -0.000000846
0.0035       t1 -0.001673609  0.999166778 -0.000001052
0.0035       t2 -0.001641497  0.904997462 -0.009560961
0.0035      t1p -0.001826679  0.999919387 -0.000000885
0.0035      t2p -0.001787436  0.999549444 -0.000000952
0.0035 hexagons -0.001787435  0.568946531 -0.000000952
0.0035    stars -0.001678830  0.705623736 -0.003295401
0.0040       t1 -0.001654726  0.999332072 -0.000001084
0.0040       t2 -0.001654726  0.451551483 -0.000001084
0.0040      t1p -0.001818684  0.999965873 -0.000001039
0.0040      t2p -0.001750119  0.999785912 -0.000001031
0.0040 hexagons -0.001669612  0.993771480 -0.000715801
0.0040    stars -0.001669829  0.710946136 -0.001264261
0.0045       t1 -0.001626457  0.999742199 -0.000001090
0.0045       t2 -0.001626457  0.463742466 -0.000001090
0.0045      t1p -0.001798835  0.999991534 -0.000001198
0.0045      t2p -0.001702198  0.999937824 -0.000001074
0.0045 hexagons -0.001645820  0.999995245 -0.000000296
0.0045    stars -0.001645821  0.724222381 -0.000000269
0.0050       t1 -0.001593910  1.000000000 -0.000001073
0.0050       t2 -0.001593910  0.483707351 -0.000001073
0.0050      t1p -0.001768141  1.000000000 -0.000001341
0.0050      t2p -0.001647556  1.000000000 -0.000001084
0.0050 hexagons -0.001611042  1.000000000 -0.000000263
0.0050    stars -0.001611042  0.725811556 -0.000000263
0.0055       t1 -0.001560185  0.999577660 -0.000001041
0.0055       t2 -0.001560185  0.508856083 -0.000001041
0.0055      t1p -0.001727272  0.999990598 -0.000001448
0.0055      t2p -0.001588503  0.999908398 -0.000001069
0.0055 hexagons -0.001569386  0.999997928 -0.000000281
0.0055    stars -0.001569387  0.726599389 -0.000000281
0.0060       t1 -0.001524574  0.998237642 -0.000001005
0.0060       t2 -0.001524574  0.534633704 -0.000001005
0.0060      t1p -0.001674819  0.999958908 -0.000001505
0.0060      t2p -0.001524582  0.999552467 -0.000001037
0.0060 hexagons -0.001522235  0.999989710 -0.000000302
0.0060    stars -0.001522235  0.725545768 -0.000000302
0.0065       t1 -0.001484138  0.996340192 -0.000000973
0.0065       t2 -0.001484138  0.556469147 -0.000000973
0.0065      t1p -0.001608680  0.999895672 -0.000001504
0.0065      t2p -0.001454302  0.998778888 -0.000000992
0.0065 hexagons -0.001468927  0.999970655 -0.000000321
0.0065    stars -0.001468927  0.722142326 -0.000000321
0.0070       t1 -0.001435306  0.994453021 -0.000000948
