-0.20       t1 -0.000944838  0.218650639 -0.000001082
-0.20       t2 -0.000944772  0.556683252 -0.000001073
-0.20      t1p -0.000944086  0.431987285 -0.000001078
-0.20      t2p -0.000944755  0.510018484 -0.000001088
-0.20 hexagons -0.000945000  0.323018871 -0.000001086
-0.20    stars -0.000941014  0.554794334 -0.000001066
-0.19       t1 -0.001059410  0.396335395 -0.000004789
-0.19       t2 -0.001059340  0.796456455 -0.000004818
-0.19      t1p -0.001048331  0.364963910 -0.001712425
-0.19      t2p -0.001056925  0.249747074 -0.000005549
-0.19 hexagons -0.001048972  0.409824612 -0.001745052
-0.19    stars -0.001029280  0.648302236 -0.000003459
-0.18       t1 -0.001286021  0.551659233 -0.000001045
-0.18       t2 -0.001286021  0.998369875 -0.000001045
-0.18      t1p -0.001156998  0.197237155 -0.013771074
-0.18      t2p -0.001129145  0.514846707 -0.012569288
-0.18 hexagons -0.001157103  0.547440954 -0.013632373
-0.18    stars -0.001286021  0.571597223 -0.000001045
-0.17       t1 -0.001540774  0.552831912 -0.000001211
-0.17       t2 -0.001540774  0.998379186 -0.000001211
-0.17      t1p -0.001283391  0.070291481 -0.021332422
-0.17      t2p -0.001283424  0.579329594 -0.021359991
-0.17 hexagons -0.001283304  0.619749713 -0.021238230
-0.17    stars -0.001540774  0.573871844 -0.000001211
-0.16       t1 -0.001783659  0.552656644 -0.000001353
-0.16       t2 -0.001783659  0.998480527 -0.000001354
-0.16      t1p -0.001783659  0.059750971 -0.000001354
-0.16      t2p -0.001783659  0.553326582 -0.000001354
-0.16 hexagons -0.001422676  0.666517407 -0.023901152
-0.16    stars -0.001783659  0.574460186 -0.000001353
-0.15       t1 -0.002004277  0.550837131 -0.000001455
-0.15       t2 -0.002004277  0.998691093 -0.000001455
-0.15      t1p -0.002004277  0.060956105 -0.000001455
-0.15      t2p -0.002004277  0.553689726 -0.000001455
-0.15 hexagons -0.001565197  0.692285379 -0.020878879
-0.15    stars -0.002004277  0.574596176 -0.000001455
-0.14       t1 -0.002192055  0.547108126 -0.000001500
-0.14       t2 -0.002192055  0.998999175 -0.000001500
-0.14      t1p -0.002192055  0.063534526 -0.000001500
-0.14      t2p -0.002192055  0.554386759 -0.000001500
-0.14 hexagons -0.001699199  0.704488099 -0.013697643
-0.14    stars -0.002192055  0.574477850 -0.000001500
-0.13       t1 -0.002337588  0.541449624 -0.000001485
-0.13       t2 -0.002337588  0.999351925 -0.000001485
-0.13      t1p -0.001472462  0.657825258 -0.010292347
-0.13      t2p -0.001472462  0.901997417 -0.010230975
-0.13 hexagons -0.001815472  0.710294987 -0.006211205
-0.13    stars -0.002337588  0.574062123 -0.000001485
-0.12       t1 -0.002434786  0.534057201 -0.000001422
-0.12       t2 -0.002434786  0.999678294 -0.000001422
-0.12      t1p -0.001596294  0.658027650 -0.000000882
-0.12      t2p -0.001596293  0.914146739 -0.000000882
-0.12 hexagons -0.002029967  0.598509468 -0.000001821
-0.12    stars -0.002055096  0.819780662 -0.000001615
-0.11       t1 -0.002482635  0.525226041 -0.000001335
-0.11       t2 -0.002482636  0.999911352 -0.000001335
-0.11      t1p -0.001692601  0.625448077 -0.000000750
-0.11      t2p -0.001692601  0.930804021 -0.000000750
-0.11 hexagons -0.001975962  0.719408248 -0.000001966
-0.11    stars -0.001975962  0.999951421 -0.000001966
-0.10       t1 -0.002485027  0.515003180 -0.000001239
-0.10       t2 -0.002485027  1.000000000 -0.000001239
-0.10      t1p -0.001763720  0.580196882 -0.000000589
-0.10      t2p -0.001763720  0.950159054 -0.000000589
-0.10 hexagons -0.002017263  0.725836659 -0.000001789
-0.10    stars -0.002017263  1.000000000 -0.000001789
-0.09       t1 -0.002448784  0.503076615 -0.000001138
-0.09       t2 -0.002448784  0.999887879 -0.000001138
-0.09      t1p -0.001815154  0.531507435 -0.000000466
-0.09      t2p -0.001815154  0.966857803 -0.000000466
-0.09 hexagons -0.002033142  0.733673145 -0.000001597
-0.09    stars -0.002033142  0.999928856 -0.000001597
-0.08       t1 -0.002381561  0.488691690 -0.000001030
-0.08       t2 -0.002381561  0.999476468 -0.000001030
-0.08      t1p -0.001697512  0.981587726 -0.002612238
-0.08      t2p -0.001850743  0.978895756 -0.000000417
-0.08 hexagons -0.002025053  0.743087441 -0.000001396
-0.08    stars -0.002025053  0.999655297 -0.000001396
-0.07       t1 -0.002290668  0.470721855 -0.000000910
-0.07       t2 -0.002290668  0.998569954 -0.000000910
-0.07      t1p -0.001749847  0.995423793 -0.004059748
-0.07      t2p -0.001872214  0.986908914 -0.000000435
-0.07 hexagons -0.001995050  0.754450975 -0.000001193
-0.07    stars -0.001995050  0.999047024 -0.000001193
-0.06       t1 -0.002182753  0.447308606 -0.000000773
-0.06       t2 -0.002182753  0.996789267 -0.000000773
-0.06      t1p -0.001792499  0.997702526 -0.000926259
-0.06      t2p -0.001880147  0.992089355 -0.000000503
-0.06 hexagons -0.001945682  0.768583090 -0.000000993
-0.06    stars -0.001945682  0.997849199 -0.000000993
-0.05       t1 -0.002063991  0.416098973 -0.000000621
-0.05       t2 -0.002063991  0.993402832 -0.000000621
-0.05      t1p -0.001822171  0.998629101 -0.000001242
-0.05      t2p -0.001874659  0.995388371 -0.000000599
-0.05 hexagons -0.001880055  0.787147339 -0.000000801
-0.05    stars -0.001880055  0.995476481 -0.000000801
-0.04       t1 -0.001940506  0.373632900 -0.000000463
-0.04       t2 -0.001940506  0.987049546 -0.000000463
-0.04      t1p -0.001838367  0.999190524 -0.000001209
-0.04      t2p -0.001855728  0.997465009 -0.000000710
-0.04 hexagons -0.001802290  0.814034820 -0.000000982
-0.04    stars -0.001802293  0.990233467 -0.000000847
-0.03       t1 -0.001818873  0.315573578 -0.000000324
-0.03       t2 -0.001818872  0.975269567 -0.000000324
-0.03      t1p -0.001841025  0.999571759 -0.000001202
-0.03      t2p -0.001823351  0.998743263 -0.000000823
-0.03 hexagons -0.001719464  0.860438138 -0.000001741
-0.03    stars -0.001719461  0.974873312 -0.000001384
-0.02       t1 -0.001587605  0.991389939 -0.000001382
-0.02       t2 -0.001706648  0.953113480 -0.002020586
-0.02      t1p -0.001830178  0.999820570 -0.000001223
-0.02      t2p -0.001777631  0.999493157 -0.000000928
-0.02 hexagons -0.001777631  0.568849655 -0.000000928
-0.02    stars -0.001653601  0.884966670 -0.002419804
-0.01       t1 -0.001596021  0.999589497 -0.000001136
-0.01       t2 -0.001613873  0.904605782 -0.005248563
-0.01      t1p -0.001805868  0.999958433 -0.000001270
-0.01      t2p -0.001718854  0.999881033 -0.000001017
-0.01 hexagons -0.001718854  0.569574808 -0.000001017
-0.01    stars -0.001631112  0.745559183 -0.001875116
 0.00       t1 -0.001593910  1.000000000 -0.000001073
 0.00       t2 -0.001593910  0.483707351 -0.000001073
 0.00      t1p -0.001768141  1.000000000 -0.000001341
 0.00      t2p -0.001647556  1.000000000 -0.000001084
 0.00 hexagons -0.001611042  1.000000000 -0.000000263
 0.00    stars -0.001611042  0.725811556 -0.000000263
 0.01       t1 -0.001580151  0.999898968 -0.000001044
 0.01       t2 -0.001580150  0.495801739 -0.000001044
 0.01      t1p -0.001717065  0.999964268 -0.000001432
 0.01      t2p -0.001564593  0.999879130 -0.000001122
 0.01 hexagons -0.001583843  0.999414721 -0.000000323
 0.01    stars -0.001583843  0.702174295 -0.000000323
 0.02       t1 -0.001555290  0.999699080 -0.000001025
 0.02       t2 -0.001555290  0.504392531 -0.000001025
 0.02      t1p -0.001652772  0.999868049 -0.000001536
 0.02      t2p -0.001471203  0.999468313 -0.000001128
 0.02 hexagons -0.001546397  0.998492201 -0.000000401
 0.02    stars -0.001546397  0.687374298 -0.000000401
 0.03       t1 -0.001520091  0.999446800 -0.000001011
 0.03       t2 -0.001520091  0.511540570 -0.000001011
 0.03      t1p -0.001575516  0.999731664 -0.000001644
 0.03      t2p -0.001369073  0.998568910 -0.000134814
 0.03 hexagons -0.001498380  0.997600001 -0.000000484
 0.03    stars -0.001498380  0.676968722 -0.000000484
 0.04       t1 -0.001475389  0.999158212 -0.000001000
 0.04       t2 -0.001475389  0.517828956 -0.000001000
 0.04      t1p -0.001485744  0.999573339 -0.000001745
 0.04      t2p -0.001260436  0.996591860 -0.002862722
 0.04 hexagons -0.001440185  0.996779609 -0.000000566
 0.04    stars -0.001440185  0.669002820 -0.000000565
 0.05       t1 -0.001422036  0.998844965 -0.000000991
 0.05       t2 -0.001422036  0.523449809 -0.000000991
 0.05      t1p -0.001384178  0.999407789 -0.000001825
 0.05      t2p -0.001148395  0.991105226 -0.006195033
 0.05 hexagons -0.001372587  0.996007733 -0.000000642
 0.05    stars -0.001372587  0.662314008 -0.000000642
 0.06       t1 -0.001360875  0.998517771 -0.000000985
 0.06       t2 -0.001360875  0.528421572 -0.000000985
 0.06      t1p -0.001271903  0.999239536 -0.000001868
 0.06      t2p -0.001271903  0.613204800 -0.000001868
 0.06 hexagons -0.001296612  0.995250004 -0.000000711
 0.06    stars -0.001296612  0.656293417 -0.000000711
 0.07       t1 -0.001292715  0.998187068 -0.000000983
 0.07       t2 -0.001292715  0.532786074 -0.000000983
 0.07      t1p -0.001150456  0.999052380 -0.000001858
 0.07      t2p -0.001150456  0.618840038 -0.000001858
 0.07 hexagons -0.001213443  0.994468712 -0.000000769
 0.07    stars -0.001213443  0.650534861 -0.000000769
 0.08       t1 -0.001218323  0.997861305 -0.000000982
 0.08       t2 -0.001218323  0.536531000 -0.000000982
 0.08      t1p -0.001021883  0.998788645 -0.000001782
 0.08      t2p -0.001021883  0.627037291 -0.000001782
 0.08 hexagons -0.001124347  0.993640341 -0.000000815
 0.08    stars -0.001124347  0.644766322 -0.000000815
 0.09       t1 -0.001138416  0.997546748 -0.000000985
 0.09       t2 -0.001138416  0.539741552 -0.000000985
 0.09      t1p -0.000888758  0.998308244 -0.000001629
 0.09      t2p -0.000888758  0.638692179 -0.000001629
 0.09 hexagons -0.001030618  0.992731851 -0.000000848
 0.09    stars -0.001030618  0.638859983 -0.000000848
 0.10       t1 -0.001053665  0.997247498 -0.000000991
 0.10       t2 -0.001053665  0.542289300 -0.000000990
 0.10      t1p -0.000762279  0.944031891 -0.013998293
 0.10      t2p -0.000754117  0.654863868 -0.002434127
 0.10 hexagons -0.001053665  0.527532574 -0.000000991
 0.10    stars -0.001053665  0.231144119 -0.000000991
 0.11       t1 -0.000964697  0.996965778 -0.000000998
 0.11       t2 -0.000964697  0.544328677 -0.000000998
 0.11      t1p -0.000964697  0.518206731 -0.000000998
 0.11      t2p -0.000964697  0.156420768 -0.000000998
 0.11 hexagons -0.000964697  0.528073306 -0.000000998
 0.11    stars -0.000834230  0.626370721 -0.005237932
 0.12       t1 -0.000872102  0.996702268 -0.000001008
 0.12       t2 -0.000872102  0.545834345 -0.000001008
 0.12      t1p -0.000872102  0.517804357 -0.000001008
 0.12      t2p -0.000872102  0.155509686 -0.000001008
 0.12 hexagons -0.000872102  0.528568695 -0.000001008
 0.12    stars -0.000736016  0.605444239 -0.014988706
 0.13       t1 -0.000776445  0.996459828 -0.000001019
 0.13       t2 -0.000776445  0.546835345 -0.000001019
 0.13      t1p -0.000776445  0.517549160 -0.000001019
 0.13      t2p -0.000776445  0.154911948 -0.000001019
 0.13 hexagons -0.000633455  0.988242440 -0.009869055
 0.13    stars -0.000642222  0.574252871 -0.017339831
 0.14       t1 -0.000678281  0.996235584 -0.000001030
 0.14       t2 -0.000678282  0.547340491 -0.000001030
 0.14      t1p -0.000678282  0.517419222 -0.000001030
 0.14      t2p -0.000678282  0.154724945 -0.000001030
 0.14 hexagons -0.000533894  0.986863694 -0.011900327
 0.14    stars -0.000557847  0.511690164 -0.015223674
 0.15       t1 -0.000578176  0.996030858 -0.000001039
 0.15       t2 -0.000578176  0.547370503 -0.000001039
 0.15      t1p -0.000578176  0.517513291 -0.000001039
 0.15      t2p -0.000578176  0.154893069 -0.000001039
 0.15 hexagons -0.000436060  0.985423110 -0.013557439
 0.15    stars -0.000485940  0.428675943 -0.008588287
 0.16       t1 -0.000476730  0.995849636 -0.000001044
 0.16       t2 -0.000476730  0.546916209 -0.000001044
 0.16      t1p -0.000476730  0.517823948 -0.000001044
 0.16      t2p -0.000476730  0.155574129 -0.000001044
 0.16 hexagons -0.000340804  0.983931281 -0.014838250
 0.16    stars -0.000419321  0.393224542 -0.003614205
 0.17       t1 -0.000374631  0.995695666 -0.000001041
 0.17       t2 -0.000374631  0.545958242 -0.000001042
 0.17      t1p -0.000374631  0.518378879 -0.000001042
