 0.17      t2p -0.000374631  0.156792443 -0.000001042
 0.17 hexagons -0.000249037  0.982385240 -0.015696759
 0.17    stars -0.000350408  0.395680676 -0.001249091
 0.18       t1 -0.000272721  0.995576284 -0.000435173
 0.18       t2 -0.000272721  0.544436987 -0.000429978
 0.18      t1p -0.000000039 -0.009216098 -0.000000000
 0.18      t2p -0.000000039 -0.028373124 -0.000000000
 0.18 hexagons -0.000272721  0.530871622 -0.000430691
 0.18    stars -0.000161845  0.578831432 -0.016106535
 0.19       t1 -0.000172135  0.995495934 -0.001738571
 0.19       t2 -0.000000031  0.040894993 -0.000000000
 0.19      t1p -0.000000031 -0.007384265 -0.000000000
 0.19      t2p -0.000000031 -0.028349672 -0.000000000
 0.19 hexagons -0.000172135  0.533073851 -0.001728459
 0.19    stars -0.000172135  0.236287335 -0.001740585
 0.20       t1 -0.000074612  0.995350522 -0.003602467
 0.20       t2 -0.000000024  0.078049307 -0.000000000
 0.20      t1p -0.000000024  0.018215501 -0.000000000
 0.20      t2p -0.000000024 -0.014041533 -0.000000000
 0.20 hexagons -0.000074597  0.550699052 -0.004395993
 0.20    stars -0.000000024 -0.000328240 -0.000000000
